Date,Soil_Temperature (°C),Soil_Moisture (%),Air_Temperature (°C),Air_Humidity (%),Paddy_Growth_Stage,Recommended_Fertilizer,Quantity_kg_per_acre,Purpose,Sustainability_Note,Predicted_Yield_ton_per_ha,Cost_LKR_per_ha
2025-09-21,23.3,49.6,32.4,78.9,Tillering,Compost Tea,21.6,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,9.82,1728.0
2025-11-18,24.6,32.2,26.4,60.6,Panicle Initiation,Humic Acid,13.3,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,8.35,2926.0
2025-04-08,30.1,52.4,30.4,93.0,Flowering,Zinc Sulphate,10.5,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.96,3150.0
2025-08-31,31.0,61.1,34.7,83.0,Seedling,Calcium Nitrate,16.2,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,10.34,3240.0
2025-10-08,33.2,74.2,28.0,93.3,Tillering,Compost Tea,20.9,Enhances microbial activity,Ensure soil testing before application.,11.3,1672.0
2025-09-18,25.7,61.4,35.4,61.1,Seedling,Ammonium Sulphate,25.1,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,10.1,3514.0
2025-04-28,23.3,61.7,35.6,87.0,Harvest,Organic Compost,14.3,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.15,715.0
2025-08-18,28.3,70.9,31.0,69.0,Panicle Initiation,DAP,24.6,Phosphorus for root development,Ensure soil testing before application.,10.6,3690.0
2025-09-11,28.6,57.6,34.0,90.5,Seedling,DAP,22.2,Phosphorus for root development,Prefer organic alternatives where possible.,10.36,3330.0
2025-12-22,27.2,61.8,28.2,64.6,Harvest,Phosphate Rock,16.0,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,9.65,1440.0
2025-04-22,25.8,52.8,27.9,69.1,Seedling,Calcium Nitrate,15.7,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,9.24,3140.0
2025-07-02,22.4,43.7,30.8,73.0,Panicle Initiation,Urea,20.1,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,9.27,2412.0
2025-04-21,22.3,72.4,34.8,74.8,Flowering,Boron,4.5,Micronutrient for flower formation,Maintain irrigation schedule to avoid fertilizer runoff.,10.12,2250.0
2025-12-22,28.7,26.0,32.3,76.7,Tillering,Urea,32.5,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.22,3900.0
2025-01-05,27.0,40.0,34.4,71.8,Seedling,DAP,19.5,Phosphorus for root development,Prefer organic alternatives where possible.,9.34,2925.0
2025-02-22,30.5,72.6,28.6,73.0,Seedling,Ammonium Sulphate,23.3,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.73,3262.0
2025-10-17,28.2,41.9,30.9,69.1,Tillering,MOP,22.0,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.44,2860.0
2025-11-06,28.6,43.9,31.7,74.3,Panicle Initiation,Potash,22.6,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,9.72,3616.0
2025-06-28,32.8,64.6,29.6,73.1,Tillering,MOP,19.4,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.6,2522.0
2025-11-13,24.9,69.0,29.2,61.7,Flowering,Iron Chelate,9.1,Iron supply to prevent chlorosis,Prefer organic alternatives where possible.,9.96,4095.0
2025-09-10,29.1,51.4,29.5,87.7,Tillering,Compost Tea,20.6,Enhances microbial activity,Use split application to reduce leaching.,10.2,1648.0
2025-01-19,26.8,31.2,30.1,71.4,Panicle Initiation,Potash,22.7,Potassium for stress tolerance,Use split application to reduce leaching.,8.8,3632.0
2025-07-06,30.2,42.8,32.1,81.4,Flowering,Zinc Sulphate,10.3,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,9.38,3090.0
2025-03-08,31.0,49.4,30.5,63.4,Tillering,Compost Tea,18.2,Enhances microbial activity,Use split application to reduce leaching.,9.56,1456.0
2025-05-12,25.2,34.8,28.4,64.1,Tillering,MOP,18.8,Potassium for stem and disease resistance,Use split application to reduce leaching.,8.61,2444.0
2025-06-27,22.6,34.5,32.3,81.6,Flowering,Iron Chelate,8.6,Iron supply to prevent chlorosis,Use split application to reduce leaching.,8.9,3870.0
2025-05-23,24.8,53.5,31.6,82.9,Seedling,Calcium Nitrate,15.4,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,9.74,3080.0
2025-03-09,24.4,25.6,29.6,86.0,Seedling,Urea,21.6,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,8.78,2592.0
2025-01-09,33.8,48.7,30.3,60.2,Panicle Initiation,DAP,26.5,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,9.92,3975.0
2025-12-27,23.9,26.6,33.7,93.4,Seedling,Calcium Nitrate,20.5,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,9.0,4100.0
2025-11-12,30.6,56.9,30.2,72.9,Panicle Initiation,Humic Acid,16.7,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,10.14,3674.0
2025-09-15,26.0,38.9,30.3,72.0,Seedling,Calcium Nitrate,19.8,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,9.16,3960.0
2025-11-26,33.3,30.1,30.3,60.7,Harvest,Organic Compost,17.0,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,8.65,850.0
2025-02-10,31.3,31.4,27.0,70.8,Seedling,Calcium Nitrate,15.5,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,8.96,3100.0
2025-01-08,25.6,72.9,31.4,60.5,Panicle Initiation,DAP,21.6,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.35,3240.0
2025-05-20,33.8,72.5,31.2,68.6,Flowering,Copper Sulphate,6.0,Micronutrient for enzyme activation,Use split application to reduce leaching.,10.49,2400.0
2025-02-25,31.9,47.6,31.0,76.8,Panicle Initiation,Potash,20.4,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,9.82,3264.0
2025-01-02,32.3,35.3,35.6,78.8,Tillering,Compost Tea,20.8,Enhances microbial activity,Use split application to reduce leaching.,9.68,1664.0
2025-12-10,23.6,66.0,31.8,68.8,Seedling,DAP,18.1,Phosphorus for root development,Avoid chemical overuse; combine with compost.,9.82,2715.0
2025-08-28,25.4,57.9,32.5,64.5,Flowering,Boron,5.2,Micronutrient for flower formation,Prefer organic alternatives where possible.,9.45,2600.0
2025-12-13,34.0,50.8,30.0,65.6,Seedling,Magnesium Sulphate,14.0,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,9.81,2520.0
2025-08-19,24.5,43.2,33.8,82.0,Seedling,Magnesium Sulphate,16.7,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,9.4,3006.0
2025-06-13,25.3,30.1,32.2,77.6,Flowering,Boron,4.4,Micronutrient for flower formation,Maintain irrigation schedule to avoid fertilizer runoff.,8.64,2200.0
2025-09-11,26.8,51.0,27.6,63.1,Seedling,Ammonium Sulphate,23.7,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.48,3318.0
2025-12-18,26.7,64.6,35.7,91.2,Panicle Initiation,Seaweed Extract,8.8,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,10.39,2200.0
2025-07-11,23.3,54.9,29.1,86.2,Flowering,Zinc Sulphate,11.5,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,9.88,3450.0
2025-09-20,32.7,30.5,27.7,82.5,Seedling,Calcium Nitrate,17.7,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,9.35,3540.0
2025-11-18,25.9,26.9,35.1,76.1,Seedling,Urea,21.6,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,8.92,2592.0
2025-05-26,28.8,43.9,26.9,81.6,Seedling,Ammonium Sulphate,23.2,Nitrogen and sulphur supply,Ensure soil testing before application.,9.41,3248.0
2025-01-28,27.3,26.2,32.5,87.2,Flowering,Boron,5.3,Micronutrient for flower formation,Ensure soil testing before application.,8.68,2650.0
2025-04-27,28.4,42.1,34.9,94.3,Panicle Initiation,Urea,22.9,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.87,2748.0
2025-07-07,33.1,38.4,29.9,67.4,Panicle Initiation,Urea,19.8,Nitrogen boost for vegetative growth,Ensure soil testing before application.,9.25,2376.0
2025-04-23,29.8,44.7,31.8,87.4,Harvest,Phosphate Rock,18.2,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,10.01,1638.0
2025-11-24,33.5,74.5,32.1,83.7,Harvest,Phosphate Rock,19.9,Slow-release phosphorus,Prefer organic alternatives where possible.,11.36,1791.0
2025-01-31,33.7,34.7,28.5,82.2,Tillering,Compost Tea,22.9,Enhances microbial activity,Ensure soil testing before application.,9.67,1832.0
2025-12-22,22.3,71.6,28.3,79.5,Tillering,Compost Tea,17.9,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,10.4,1432.0
2025-04-08,25.9,52.5,29.6,64.1,Seedling,Urea,23.7,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.65,2844.0
2025-02-19,33.0,31.7,28.5,91.9,Panicle Initiation,Urea,20.4,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.55,2448.0
2025-03-06,31.8,74.2,31.6,81.9,Panicle Initiation,Potash,19.6,Potassium for stress tolerance,Ensure soil testing before application.,11.14,3136.0
2025-06-09,26.4,74.7,29.0,73.4,Panicle Initiation,Seaweed Extract,10.3,Growth stimulant and micronutrients,Ensure soil testing before application.,10.38,2575.0
2025-10-22,27.0,35.0,33.5,85.0,Harvest,Organic Compost,14.9,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.39,745.0
2025-02-21,24.2,37.7,27.8,84.8,Tillering,Organic Compost,29.9,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.25,1495.0
2025-11-22,30.5,49.6,26.8,61.7,Flowering,MOP,28.5,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.66,3705.0
2025-05-28,29.3,28.1,34.8,89.7,Flowering,Copper Sulphate,6.7,Micronutrient for enzyme activation,Ensure soil testing before application.,9.15,2680.0
2025-01-23,24.4,67.3,33.5,94.9,Tillering,Organic Compost,30.1,Improves soil structure and moisture retention,Use split application to reduce leaching.,11.02,1505.0
2025-10-03,32.3,30.1,30.7,92.1,Tillering,Compost Tea,19.4,Enhances microbial activity,Prefer organic alternatives where possible.,9.33,1552.0
2025-10-10,29.8,68.0,34.2,93.7,Tillering,Urea,30.1,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,11.32,3612.0
2025-12-11,30.7,27.1,27.3,61.4,Harvest,Phosphate Rock,16.0,Slow-release phosphorus,Avoid chemical overuse; combine with compost.,8.69,1440.0
2025-05-17,25.4,37.1,35.9,60.8,Harvest,Green Manure,22.0,Nitrogen enrichment from legumes,Avoid chemical overuse; combine with compost.,9.14,660.0
2025-05-07,26.8,72.7,31.9,68.0,Tillering,Biochar,24.4,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,10.48,2440.0
2025-01-30,27.4,28.6,34.1,68.6,Tillering,Organic Compost,28.6,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,8.82,1430.0
2025-04-14,31.2,38.5,32.9,92.0,Seedling,Calcium Nitrate,15.5,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,9.79,3100.0
2025-12-12,25.6,64.2,35.8,74.0,Seedling,Urea,21.3,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,10.51,2556.0
2025-09-30,29.3,31.9,33.0,60.4,Flowering,MOP,22.5,Potassium for stem and disease resistance,Use split application to reduce leaching.,8.94,2925.0
2025-11-16,33.7,57.2,33.8,68.1,Harvest,Green Manure,22.6,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,10.34,678.0
2025-09-28,22.8,47.3,36.0,81.3,Panicle Initiation,Urea,17.6,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.73,2112.0
2025-02-18,23.1,69.2,28.2,82.3,Seedling,DAP,20.7,Phosphorus for root development,Avoid chemical overuse; combine with compost.,10.43,3105.0
2025-03-04,26.7,59.6,28.2,73.1,Tillering,Urea,31.6,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,10.03,3792.0
2025-06-13,29.7,53.1,35.9,69.1,Harvest,Green Manure,17.4,Nitrogen enrichment from legumes,Avoid chemical overuse; combine with compost.,10.01,522.0
2025-11-21,30.3,35.7,31.0,81.3,Tillering,Urea,36.1,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.79,4332.0
2025-04-14,22.2,74.6,30.4,75.6,Flowering,MOP,23.8,Potassium for stem and disease resistance,Ensure soil testing before application.,10.38,3094.0
2025-01-06,31.9,44.2,30.4,68.2,Tillering,Organic Compost,27.9,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.7,1395.0
2025-03-16,31.3,48.6,28.6,93.0,Flowering,MOP,27.0,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,10.29,3510.0
2025-10-11,23.5,43.8,26.3,89.4,Panicle Initiation,Humic Acid,15.8,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,9.16,3476.0
2025-03-24,26.4,29.8,31.5,66.9,Harvest,Organic Compost,12.8,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,8.62,640.0
2025-06-28,23.3,32.3,31.9,61.1,Panicle Initiation,DAP,22.3,Phosphorus for root development,Avoid chemical overuse; combine with compost.,8.47,3345.0
2025-11-02,25.6,40.5,35.2,79.0,Flowering,MOP,24.2,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.7,3146.0
2025-02-01,25.7,30.4,28.9,91.1,Flowering,Zinc Sulphate,10.8,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.04,3240.0
2025-06-13,33.3,36.3,29.9,67.1,Tillering,Compost Tea,22.5,Enhances microbial activity,Ensure soil testing before application.,9.46,1800.0
2025-06-17,23.6,27.5,33.1,67.5,Tillering,Organic Compost,31.2,Improves soil structure and moisture retention,Ensure soil testing before application.,8.73,1560.0
2025-12-16,24.0,72.9,32.4,90.1,Flowering,Copper Sulphate,6.9,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,10.59,2760.0
2025-06-07,31.7,58.8,27.8,82.3,Flowering,Boron,5.1,Micronutrient for flower formation,Ensure soil testing before application.,10.09,2550.0
2025-08-16,26.7,26.9,35.4,85.0,Tillering,Organic Compost,26.6,Improves soil structure and moisture retention,Ensure soil testing before application.,9.11,1330.0
2025-05-16,30.7,63.3,28.8,93.8,Tillering,Biochar,23.9,Improves soil fertility and carbon retention,Ensure soil testing before application.,10.97,2390.0
2025-03-10,23.6,44.3,33.0,63.9,Seedling,DAP,17.9,Phosphorus for root development,Prefer organic alternatives where possible.,8.97,2685.0
2025-04-03,29.0,59.4,30.2,62.3,Harvest,Green Manure,17.2,Nitrogen enrichment from legumes,Use split application to reduce leaching.,9.91,516.0
2025-08-01,22.7,57.4,29.1,67.1,Panicle Initiation,DAP,27.1,Phosphorus for root development,Avoid chemical overuse; combine with compost.,9.75,4065.0
2025-12-05,32.4,64.7,27.0,81.1,Panicle Initiation,Humic Acid,16.4,Soil conditioner and nutrient uptake,Ensure soil testing before application.,10.31,3608.0
2025-03-06,31.3,47.4,32.9,61.5,Panicle Initiation,Potash,19.8,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,9.44,3168.0
2025-10-29,23.4,47.7,27.4,89.1,Seedling,Ammonium Sulphate,20.5,Nitrogen and sulphur supply,Prefer organic alternatives where possible.,9.44,2870.0
2025-03-13,26.4,42.1,30.3,64.3,Tillering,Biochar,25.0,Improves soil fertility and carbon retention,Prefer organic alternatives where possible.,9.39,2500.0
2025-08-01,22.8,27.4,31.7,72.3,Panicle Initiation,Potash,19.2,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,8.46,3072.0
2025-08-17,27.7,51.7,33.6,90.6,Panicle Initiation,Potash,24.9,Potassium for stress tolerance,Ensure soil testing before application.,10.12,3984.0
2025-05-02,30.7,32.5,27.7,79.9,Seedling,DAP,17.6,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,9.12,2640.0
2025-01-28,31.3,30.7,32.0,84.2,Harvest,Green Manure,20.6,Nitrogen enrichment from legumes,Use split application to reduce leaching.,9.42,618.0
2025-04-29,23.4,33.0,28.0,74.8,Tillering,Compost Tea,17.5,Enhances microbial activity,Avoid chemical overuse; combine with compost.,8.84,1400.0
2025-06-06,24.3,63.9,29.4,65.5,Flowering,MOP,27.6,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.16,3588.0
2025-02-14,26.6,38.9,32.4,65.7,Flowering,MOP,22.8,Potassium for stem and disease resistance,Ensure soil testing before application.,9.24,2964.0
2025-09-22,26.6,56.1,34.7,64.9,Flowering,MOP,24.4,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.99,3172.0
2025-12-18,26.6,71.0,31.2,87.2,Seedling,Urea,27.7,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.72,3324.0
2025-09-23,24.6,70.9,30.8,62.9,Tillering,Organic Compost,28.0,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,10.38,1400.0
2025-01-06,31.7,53.3,26.6,86.1,Panicle Initiation,Humic Acid,16.2,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,9.95,3564.0
2025-06-11,28.0,49.4,26.5,76.9,Harvest,Green Manure,17.8,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,9.76,534.0
2025-06-06,29.3,37.4,35.1,66.7,Seedling,Urea,26.7,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.37,3204.0
2025-04-13,28.7,51.2,30.6,64.7,Seedling,Calcium Nitrate,20.0,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,9.79,4000.0
2025-09-24,22.6,28.9,27.1,65.8,Tillering,Biochar,28.3,Improves soil fertility and carbon retention,Prefer organic alternatives where possible.,8.52,2830.0
2025-03-24,30.4,72.1,30.6,88.0,Panicle Initiation,Urea,19.5,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,10.97,2340.0
2025-05-07,22.2,35.4,32.2,88.8,Flowering,Copper Sulphate,7.0,Micronutrient for enzyme activation,Ensure soil testing before application.,8.81,2800.0
2025-05-25,26.6,60.1,35.3,65.3,Panicle Initiation,Humic Acid,17.0,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,10.1,3740.0
2025-11-05,24.2,68.8,29.6,87.7,Tillering,Biochar,24.1,Improves soil fertility and carbon retention,Ensure soil testing before application.,10.4,2410.0
2025-11-05,29.1,67.0,34.4,63.3,Panicle Initiation,DAP,23.9,Phosphorus for root development,Use split application to reduce leaching.,10.56,3585.0
2025-11-26,29.0,34.9,35.6,67.6,Harvest,Green Manure,18.1,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,9.1,543.0
2025-09-19,27.2,36.6,31.5,74.7,Harvest,Phosphate Rock,16.2,Slow-release phosphorus,Ensure soil testing before application.,8.99,1458.0
2025-09-30,25.1,72.1,35.0,83.0,Flowering,Boron,5.7,Micronutrient for flower formation,Use split application to reduce leaching.,10.61,2850.0
2025-04-26,24.1,42.2,32.9,70.6,Flowering,MOP,25.4,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.4,3302.0
2025-08-02,23.8,73.2,29.0,93.6,Tillering,Urea,34.4,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,11.15,4128.0
2025-02-18,32.5,27.2,31.9,76.5,Tillering,MOP,22.5,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.11,2925.0
2025-11-09,33.2,37.7,28.8,67.6,Seedling,Urea,28.0,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.4,3360.0
2025-01-29,27.3,63.8,29.8,86.2,Flowering,Zinc Sulphate,10.6,Improves grain quality and resistance,Use split application to reduce leaching.,10.06,3180.0
2025-09-01,30.9,53.5,34.7,62.8,Tillering,MOP,22.3,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.77,2899.0
2025-06-25,31.5,46.9,35.0,79.2,Flowering,Copper Sulphate,7.1,Micronutrient for enzyme activation,Ensure soil testing before application.,9.75,2840.0
2025-12-17,31.9,51.4,28.7,60.2,Flowering,Copper Sulphate,6.7,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,9.28,2680.0
2025-06-29,32.1,28.7,31.4,66.6,Panicle Initiation,Humic Acid,16.8,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,9.03,3696.0
2025-04-16,31.7,60.6,34.6,67.8,Seedling,Magnesium Sulphate,16.8,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,10.15,3024.0
2025-09-15,32.0,54.0,28.6,91.4,Seedling,Calcium Nitrate,18.5,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,10.51,3700.0
2025-05-06,23.2,46.1,29.7,86.8,Seedling,DAP,19.2,Phosphorus for root development,Ensure soil testing before application.,9.66,2880.0
2025-11-04,28.3,74.6,29.6,73.1,Panicle Initiation,DAP,23.6,Phosphorus for root development,Ensure soil testing before application.,10.62,3540.0
2025-06-19,28.2,51.1,30.8,91.2,Seedling,Urea,24.4,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.06,2928.0
2025-02-20,29.2,26.7,34.7,90.6,Tillering,Organic Compost,27.3,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,9.55,1365.0
2025-03-06,25.0,56.8,33.8,80.5,Harvest,Phosphate Rock,19.3,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,9.88,1737.0
2025-12-22,28.6,41.3,34.3,61.6,Harvest,Green Manure,22.2,Nitrogen enrichment from legumes,Use split application to reduce leaching.,9.38,666.0
2025-09-24,25.9,60.6,30.1,89.3,Panicle Initiation,Potash,25.2,Potassium for stress tolerance,Use split application to reduce leaching.,10.58,4032.0
2025-08-30,27.9,53.2,27.7,68.2,Flowering,Iron Chelate,8.5,Iron supply to prevent chlorosis,Use split application to reduce leaching.,9.54,3825.0
2025-12-31,24.7,52.8,30.1,73.0,Tillering,MOP,19.1,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.58,2483.0
2025-10-25,30.2,34.8,30.7,82.4,Tillering,Biochar,22.3,Improves soil fertility and carbon retention,Ensure soil testing before application.,9.39,2230.0
2025-07-01,32.2,26.4,27.7,86.1,Panicle Initiation,Humic Acid,12.9,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,8.92,2838.0
2025-04-17,33.0,67.8,34.5,93.4,Seedling,Magnesium Sulphate,13.7,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,11.06,2466.0
2025-01-07,29.9,44.4,31.2,66.6,Seedling,Magnesium Sulphate,14.2,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,9.4,2556.0
2025-07-28,25.1,67.7,27.7,75.7,Flowering,Zinc Sulphate,9.6,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.2,2880.0
2025-08-20,31.5,34.4,32.4,75.4,Seedling,DAP,19.8,Phosphorus for root development,Use split application to reduce leaching.,9.44,2970.0
2025-06-10,22.9,42.1,29.2,84.3,Flowering,Zinc Sulphate,10.0,Improves grain quality and resistance,Prefer organic alternatives where possible.,9.26,3000.0
2025-08-22,33.2,71.9,32.8,67.2,Seedling,DAP,19.0,Phosphorus for root development,Prefer organic alternatives where possible.,10.69,2850.0
2025-06-24,22.2,40.6,31.8,82.7,Harvest,Green Manure,19.7,Nitrogen enrichment from legumes,Ensure soil testing before application.,9.31,591.0
2025-01-12,26.6,33.2,33.8,75.0,Tillering,Urea,30.2,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.4,3624.0
2025-03-20,26.5,64.8,33.1,72.0,Seedling,DAP,22.1,Phosphorus for root development,Use split application to reduce leaching.,10.22,3315.0
2025-08-12,27.0,33.0,26.4,76.2,Tillering,Biochar,27.6,Improves soil fertility and carbon retention,Use split application to reduce leaching.,8.9,2760.0
2025-12-01,30.6,70.8,26.2,63.6,Panicle Initiation,Humic Acid,13.6,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,10.03,2992.0
2025-03-05,23.6,51.5,32.1,79.4,Seedling,Calcium Nitrate,19.1,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,9.68,3820.0
2025-06-18,23.9,72.2,32.3,95.0,Seedling,DAP,20.6,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.89,3090.0
2025-03-20,31.9,62.0,29.5,89.9,Flowering,Iron Chelate,9.0,Iron supply to prevent chlorosis,Use split application to reduce leaching.,10.26,4050.0
2025-04-20,27.7,53.6,34.4,91.7,Panicle Initiation,Urea,22.3,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.52,2676.0
2025-08-06,22.6,70.0,34.1,73.7,Tillering,Biochar,28.2,Improves soil fertility and carbon retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.36,2820.0
2025-12-09,24.6,48.7,27.8,91.7,Seedling,Calcium Nitrate,18.3,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,9.61,3660.0
2025-12-05,30.6,66.1,28.0,68.4,Tillering,Urea,37.7,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.7,4524.0
2025-01-24,25.0,27.3,35.5,80.6,Seedling,Magnesium Sulphate,17.0,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,8.85,3060.0
2025-04-19,24.1,56.9,34.6,72.9,Tillering,Compost Tea,18.3,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,10.01,1464.0
2025-10-30,26.8,44.0,33.2,63.3,Harvest,Phosphate Rock,19.7,Slow-release phosphorus,Ensure soil testing before application.,9.26,1773.0
2025-10-15,22.1,34.7,35.5,85.7,Panicle Initiation,Urea,21.8,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,9.16,2616.0
2025-05-11,25.8,71.5,35.9,69.4,Seedling,Ammonium Sulphate,19.6,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,10.5,2744.0
2025-12-17,27.7,30.2,26.8,88.6,Flowering,Iron Chelate,8.1,Iron supply to prevent chlorosis,Use split application to reduce leaching.,8.87,3645.0
2025-07-25,29.1,55.8,32.0,74.9,Harvest,Organic Compost,16.1,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.86,805.0
2025-09-07,33.9,29.7,29.5,85.4,Panicle Initiation,DAP,22.4,Phosphorus for root development,Use split application to reduce leaching.,9.39,3360.0
2025-11-11,26.8,69.5,33.1,92.3,Panicle Initiation,Potash,24.1,Potassium for stress tolerance,Prefer organic alternatives where possible.,10.88,3856.0
2025-10-05,26.0,32.4,30.4,82.9,Panicle Initiation,Humic Acid,14.5,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,8.82,3190.0
2025-03-08,29.2,39.3,28.2,68.5,Flowering,Iron Chelate,7.5,Iron supply to prevent chlorosis,Use split application to reduce leaching.,9.09,3375.0
2025-09-12,33.7,44.2,30.9,92.1,Flowering,Iron Chelate,7.4,Iron supply to prevent chlorosis,Maintain irrigation schedule to avoid fertilizer runoff.,10.06,3330.0
